,outlier_value,outlier_title,origin_context,centroid,covariance,fit_context,new_centroid,new_covariance,score
87,[ 88.925 -19.33 ],There Never Was A Time - Original,Jeannie C. Riley,[125.12       -12.14786667],"[[1142.78686238    6.77530971]
 [   6.77530971    6.53302076]]",Evan Parker / Ned Rothenberg,[ 87.2014 -18.9376],"[[575.05981204   9.80171964]
 [  9.80171964   3.59518284]]",0.23887142403666162
88,[ 94.902 -18.63 ],None Shall Escape The Judgement - Original,Jacob Miller and Inner Circle,[142.15371429 -16.2275    ],"[[366.15715235   9.719251  ]
 [  9.719251     1.55758854]]",Steve Lacy / Don Cherry,[103.3798 -18.5536],"[[2.18703296e+03 6.69375508e+00]
 [6.69375508e+00 2.32196440e-01]]",0.2118645400838108
89,[177.961 -11.301],Everytime,The Box Tops,[117.39175 -11.9342 ],"[[614.54074124  18.74757451]
 [ 18.74757451   4.41870544]]",Mr. Dibbs,[177.53975 -11.33425],"[[167.49229119   4.75853119]
 [  4.75853119   0.26538319]]",0.06736767920244505
90,[183.034 -13.829],King's Highway,The Box Tops,[117.39175 -11.9342 ],"[[614.54074124  18.74757451]
 [ 18.74757451   4.41870544]]",Andy Irvine,[155.73733333 -14.09733333],"[[2.76997235e+03 3.44346258e+01]
 [3.44346258e+01 9.68590556e-01]]",0.5275619120378012
91,[95.152 -7.217],Little latin lupe lu,The Box Tops,[117.39175 -11.9342 ],"[[614.54074124  18.74757451]
 [ 18.74757451   4.41870544]]",Kraak & Smaak feat. Bobby Nio,[100.5338  -7.2938],"[[452.64222636   4.01023844]
 [  4.01023844   1.79364156]]",0.26981828264565216
92,[ 92.147 -20.471],You Are Mine,Wallis Bird,[127.61282353  -8.46820588],"[[1186.30332703   57.1038032 ]
 [  57.1038032    16.07500587]]",Les Misérables - 10th Anniversary Concert,[ 94.06456667 -20.3152    ],"[[1125.79560458  -10.80548652]
 [ -10.80548652    8.16356809]]",0.08385368020653174
93,[ 66.549 -19.994],Oklahoma,Wallis Bird,[127.61282353  -8.46820588],"[[1186.30332703   57.1038032 ]
 [  57.1038032    16.07500587]]",Heiner Goebbels_ Alfred 23 Harth,[ 64.15275 -18.565  ],"[[111.72850919  -1.68805375]
 [ -1.68805375  28.8282785 ]]",0.3445911452228508
94,[179.28  -17.067],Trying To Find My Baby,Lowell Fulson,[104.36047917 -13.75092708],"[[926.63959831  12.41647022]
 [ 12.41647022  19.08968432]]",Gary Burton / Chick Corea / Roy Haynes / Dave Holland / Pat Metheny,[166.404 -17.27 ],"[[507.7363198   4.8418954]
 [  4.8418954   2.4220798]]",0.5737930166920788
95,[ 76.412 -24.885],I've Been Mistreated,Lowell Fulson,[104.36047917 -13.75092708],"[[926.63959831  12.41647022]
 [ 12.41647022  19.08968432]]",Branford Marsalis;Orpheus Chamber Orchestra,[ 72.8252 -25.9782],"[[585.16976276  43.15851104]
 [ 43.15851104  12.56338676]]",0.30852813623002084
96,[159.807 -23.147],So Long So Long,Lowell Fulson,[104.36047917 -13.75092708],"[[926.63959831  12.41647022]
 [ 12.41647022  19.08968432]]",Alva Noto + Ryuichi Sakamoto,[152.7665 -23.2155],"[[930.78935025  24.61749975]
 [ 24.61749975   2.02419575]]",0.2516835004980812
97,[173.756  -6.101],You're Gonna Miss Me,Lowell Fulson,[104.36047917 -13.75092708],"[[926.63959831  12.41647022]
 [ 12.41647022  19.08968432]]",Buju Banton Feat. Wayne Wonder,[174.00633333  -6.11266667],"[[486.05143722 -30.07975111]
 [-30.07975111   1.89478856]]",0.023847931223268906
98,[165.24  -15.271],Pull The Wires,Baltimora,[143.73766667 -10.94388889],"[[1809.52947989   84.92438015]
 [  84.92438015    9.78829221]]",CHARLIE HUNTER WITH LEON PARKER,[176.51466667 -15.31266667],"[[1164.26921589   19.47540711]
 [  19.47540711    1.92535589]]",0.37726656684165116
99,[139.859  -7.502],Gas Food Lodging (Album Version),Green On Red,[124.033       -6.17610526],"[[331.22436037   6.29288695]
 [  6.29288695   0.56114215]]",Hladno Pivo,[143.19308  -7.3898 ],"[[2096.27217055   84.63204248]
 [  84.63204248    6.30004024]]",0.0740061079212304
100,[150.321  -2.856],Give It Away,Cheap Trick,[131.55801754  -8.85391228],"[[652.60410568   2.72730466]
 [  2.72730466   4.81327759]]",Manifesto Jukebox,[152.61233333  -2.83866667],"[[1.89554675e+03 4.43112222e-02]
 [4.43112222e-02 1.67427889e-01]]",0.06747716484286151
101,[205.731  -9.95 ],Violins,Cheap Trick,[131.55801754  -8.85391228],"[[652.60410568   2.72730466]
 [  2.72730466   4.81327759]]",Too Much,[168.892       -9.08666667],"[[ 1.35717188e+03 -1.93007657e+01]
 [-1.93007657e+01  9.67322556e-01]]",1.0799308165641144
102,[227.426  -8.394],World's Greatest Lover,Cheap Trick,[131.55801754  -8.85391228],"[[652.60410568   2.72730466]
 [  2.72730466   4.81327759]]",Linus Loves Feat. Sam Obernik,[158.15975  -9.132  ],"[[2.70480818e+03 2.29789845e+01]
 [2.29789845e+01 2.11171150e+00]]",1.3362176520591678
103,[ 90.158 -14.312],It All Comes Back To You,Cheap Trick,[131.55801754  -8.85391228],"[[652.60410568   2.72730466]
 [  2.72730466   4.81327759]]",Anais Mitchell,[ 89.56066667 -13.89333333],"[[20.91891456 -6.00196678]
 [-6.00196678  4.02917456]]",0.2087127172577479
104,[177.581 -17.145],Get Yourself Another Fool,Arthur Conley,[124.77235897 -10.06969231],"[[733.05361338  -4.7717136 ]
 [ -4.7717136   12.18813398]]",Gary Burton / Chick Corea / Roy Haynes / Dave Holland / Pat Metheny,[166.404 -17.27 ],"[[507.7363198   4.8418954]
 [  4.8418954   2.4220798]]",0.4961717624435563
105,[133.177 -19.789],This Love Of Mine,Arthur Conley,[124.77235897 -10.06969231],"[[733.05361338  -4.7717136 ]
 [ -4.7717136   12.18813398]]",Yo-Yo Ma;Philip Glass Ensemble,[130.59833333 -19.879     ],"[[8.68370024e+02 6.09417933e+00]
 [6.09417933e+00 3.40609667e-01]]",0.15816411769366143
106,[155.483 -18.959],Jingle 9,Tuxedomoon,[115.80730769 -12.529     ],"[[1367.03487906   35.16938123]
 [  35.16938123   14.10895238]]",Terje Rypdal_ Torbjørn Sunde_ Brynjulf Blix_ Sveinung Hovensjø_ Svein Christiansen,[137.35066667 -18.50233333],"[[2101.65697356   43.68305722]
 [  43.68305722    3.57398656]]",0.6457958093733617
107,[185.236 -12.388],Hasta luego,Santa Esmeralda,[129.06317073  -8.84139024],"[[722.86997343   5.32753953]
 [  5.32753953   6.35516075]]",Shawn Camp,[163.28609091 -12.41836364],"[[2442.43976926   59.43837249]
 [  59.43837249    4.84937196]]",0.5213917665888771
108,[239.344  -9.022],Give The Simple Truth - Re-Recording,Santa Esmeralda,[129.06317073  -8.84139024],"[[722.86997343   5.32753953]
 [  5.32753953   6.35516075]]",Pete Molinari Featuring The Jordanaires,[145.115    -7.49225],"[[ 3.59822645e+03 -5.12084620e+01]
 [-5.12084620e+01  1.65774119e+00]]",1.5830265645310981
109,[151.394  -5.357],Whirring,Arms,[133.748  -5.112],"[[ 3.11381317e+02 -4.32327000e+00]
 [-4.32327000e+00  6.00260000e-02]]",Ratos de Porao,[148.1501  -5.4328],"[[1032.10517979   -7.38756397]
 [  -7.38756397    2.18485856]]",0.12163249029489902
110,[ 86.024 -22.493],Dusty Wreath,Isobel Campbell & Mark Lanegan,[111.09977778 -16.11122222],"[[821.9965354   26.89934206]
 [ 26.89934206   7.53071428]]",Royal Liverpool Philharmonic Orchestra,[ 87.72357143 -22.44214286],"[[274.11474924  33.11320665]
 [ 33.11320665  15.44515684]]",0.11234792261361298
111,[149.757 -12.818],Back Burner,Isobel Campbell / Mark Lanegan,[110.59195455 -15.22709091],"[[239.32965741  -8.04574214]
 [ -8.04574214  14.95639381]]",The Upsetters,[145.55552632 -12.42026316],"[[874.88426546  21.21331719]
 [ 21.21331719   9.93290483]]",0.216052771253853
112,[184.089 -12.221],Hang On,Country Joe & The Fish,[116.28536667 -16.98886667],"[[830.8419631   25.12002078]
 [ 25.12002078   7.43702932]]",Shawn Camp,[163.28609091 -12.41836364],"[[2442.43976926   59.43837249]
 [  59.43837249    4.84937196]]",0.45301482209515864
113,[160.521 -20.503],Trickbird (Tricky Dick),Country Joe & The Fish,[116.28536667 -16.98886667],"[[830.8419631   25.12002078]
 [ 25.12002078   7.43702932]]",Charlie Haden / Don Cherry / Ed Blackwell,[138.13966667 -20.89333333],"[[2.09207376e+03 2.50413099e+01]
 [2.50413099e+01 1.32640922e+00]]",0.5040242695277263
114,[176.838  -4.545],I Still Need A Man,Visage,[126.3628     -10.86597778],"[[233.59815498   8.68981738]
 [  8.68981738  14.1483112 ]]",Persuader,[172.77669231  -4.34338462],"[[ 8.35953174e+02 -3.08070896e+00]
 [-3.08070896e+00  4.55916314e-01]]",0.31320083515184616
115,[85.841 -6.718],Der Amboss,Visage,[126.3628     -10.86597778],"[[233.59815498   8.68981738]
 [  8.68981738  14.1483112 ]]",Cham,[107.60718182  -6.92268182],"[[1551.50945215  -14.47563424]
 [ -14.47563424    2.44923431]]",0.5525935723473785
116,[220.429 -15.421],Poems From The Unpublished Book Of The Blues (1999 Digital Remaster) (Feat. Al Cohn & Zoot Sims),Jack Kerouac Featuring Al Cohn & Zoot Sims,[126.15583333 -21.6565    ],"[[2997.06044181   55.62709758]
 [  55.62709758   14.78694392]]",CHARLIE HUNTER WITH LEON PARKER,[176.51466667 -15.31266667],"[[1164.26921589   19.47540711]
 [  19.47540711    1.92535589]]",1.4493303855162258
117,[135.894 -16.085],I'd Rather Be Thin Than Famous (1999 Digital Remaster),Jack Kerouac,[ 83.08153333 -18.57686667],"[[455.25129845  35.7664456 ]
 [ 35.7664456   10.00977725]]",Ralph McTell,[132.2365     -16.15921429],"[[794.63766482 -25.62905896]
 [-25.62905896  11.95572603]]",0.1419612689398654
118,[87.032 -9.955],I Dont Have The Time,Eight Legs,[132.50992308  -5.83846154],"[[631.4641743   16.8528652 ]
 [ 16.8528652    1.87641048]]",Rachael McShane,[94.93754545 -9.85936364],"[[1221.55232779   19.22964556]
 [  19.22964556    3.34195505]]",0.22679424510834156
119,[ 79.457 -19.446],Whiter Than Snow,Deniece Williams,[115.93889189 -12.7527027 ],"[[698.30614077  -7.17678618]
 [ -7.17678618   7.88347694]]",Sir Charles Mackerras/Scottish Chamber Orchestra/Edinburgh Festival Chorus,[ 78.2424 -19.7146],"[[515.75984044  -4.31133916]
 [ -4.31133916   1.47353964]]",0.23856821756437235
120,[180.531 -16.803],Free,Deniece Williams,[115.93889189 -12.7527027 ],"[[698.30614077  -7.17678618]
 [ -7.17678618   7.88347694]]",Gary Burton / Chick Corea / Roy Haynes / Dave Holland / Pat Metheny,[166.404 -17.27 ],"[[507.7363198   4.8418954]
 [  4.8418954   2.4220798]]",0.6629733476657285
121,[205.862  -6.902],Who's Gonna Care?,Cause Co-Motion!,[149.10626316  -5.50210526],"[[2.14587821e+03 1.42810602e+01]
 [1.42810602e+01 7.31670252e-01]]",Hi-Standard,[168.68241463  -7.26682927],"[[1511.70350295    5.27333032]
 [   5.27333032    2.8702628 ]]",0.9663331764242561
122,[187.718  -7.797],Floating,Jape,[117.01603333  -9.0813    ],"[[506.3419117   29.67181401]
 [ 29.67181401  18.04980494]]",Hi-Standard,[168.68241463  -7.26682927],"[[1511.70350295    5.27333032]
 [   5.27333032    2.8702628 ]]",0.6037334564548414
123,[167.575 -14.602],Reminding Me,Jape,[117.01603333  -9.0813    ],"[[506.3419117   29.67181401]
 [ 29.67181401  18.04980494]]",James Carter [Featuring Jef Lee Johnson_ Marc Ribot_ Jamaaladeen Tacuma And G. Calvin Weston],[145.9605 -14.6205],"[[2.80288556e+03 8.60699175e+00]
 [8.60699175e+00 2.35960825e+00]]",0.40946655651681246
124,[169.35  -13.885],It's Mwangi In Front Of Me,The Ruby Suns,[119.736125    -9.48559375],"[[988.66062023   3.05594304]
 [  3.05594304   3.39328805]]",Andy Irvine,[155.73733333 -14.09733333],"[[2.76997235e+03 3.44346258e+01]
 [3.44346258e+01 9.68590556e-01]]",0.26520896029123364
125,[119.675 -15.866],Trees Like Kids  ,The Ruby Suns,[119.736125    -9.48559375],"[[988.66062023   3.05594304]
 [  3.05594304   3.39328805]]",Peter_ Paul and Mary,[116.43042593 -15.89287037],"[[701.46997913  19.10956546]
 [ 19.10956546  16.01824348]]",0.12349749732800379
126,[ 72.009 -20.676],Every Beat Of The Heart,The Railway Children,[127.86075758 -10.89269697],"[[741.94590391  18.96914916]
 [ 18.96914916   5.76398527]]",John Surman_ John Taylor_ Salisbury Festival Chorus_ Howard Moody,[ 71.67066667 -19.44933333],"[[14.25496922 -5.74804711]
 [-5.74804711  8.37853056]]",0.45182820337729107
127,[226.785 -12.556],Music Stop (Nicky Campbell Session - 18th Apr 90),The Railway Children,[127.86075758 -10.89269697],"[[741.94590391  18.96914916]
 [ 18.96914916   5.76398527]]",Shawn Camp,[163.28609091 -12.41836364],"[[2442.43976926   59.43837249]
 [  59.43837249    4.84937196]]",1.5758025691690523
128,[139.     -8.415],Papa's Got A Brand New Pigbag,Pigbag,[137.70566667  -9.28166667],"[[0.88715456 0.70839111]
 [0.70839111 0.81511922]]",The Grascals,[136.42122222  -8.4382963 ],"[[1841.67345228   35.73510092]
 [  35.73510092    3.30453973]]",0.06232784691294412
129,[ 93.32  -16.919],Freedom Sweet,Ides Of March,[114.467      -10.03066667],"[[672.8724286   36.317528  ]
 [ 36.317528     8.82250056]]",The Watersons,[ 92.98890625 -17.196625  ],"[[614.96718008 -18.75410606]
 [-18.75410606  11.99845823]]",0.08615771033098185
130,[178.937  -3.856],Bald Medusa,The Ides Of March,[123.89783333  -3.12816667],"[[ 4.40163428e+02 -1.94825328e+00]
 [-1.94825328e+00  4.38025639e-01]]",The Arrogant Sons Of Bitches,[161.66856  -3.739  ],"[[1592.76077613  -17.04620496]
 [ -17.04620496    2.03069484]]",0.43555650978041893
131,[66.226 -3.685],Don't Take Holidays,The Maple State,[138.71133333  -5.30011111],"[[825.465769   -12.20904452]
 [-12.20904452   4.11448199]]",Regulations,[139.65478571  -4.42782143],"[[ 2.68007335e+03 -5.58172700e+00]
 [-5.58172700e+00  8.63023504e-01]]",1.555800111420665
132,[185.146  -8.593],Little Bit of Jazz,Nick Straker,[120.84683333  -8.88745833],"[[385.89514697   4.71981434]
 [  4.71981434   1.20333833]]",Linus Loves Feat. Sam Obernik,[158.15975  -9.132  ],"[[2.70480818e+03 2.29789845e+01]
 [2.29789845e+01 2.11171150e+00]]",0.5650697062566741
133,[210.906  -9.608],Dream To Remember,Milli Vanilli,[116.44077778  -6.69722222],"[[1413.41401651  -16.07901716]
 [ -16.07901716    2.33024662]]",Diskjokke,[143.502    -8.91625],"[[ 3.88597590e+03 -3.19305720e+01]
 [-3.19305720e+01  1.18276969e+00]]",1.0907858094091987
134,[ 87.28  -13.465],The Arcade Walk,Harry J Allstars,[143.44009375 -10.43159375],"[[996.52499527   9.35007259]
 [  9.35007259   3.06930462]]",Bobby Vinton,[ 95.03596078 -13.64717647],"[[1220.16203778   -3.18747426]
 [  -3.18747426    4.9939535 ]]",0.23357910442907398
135,[71.888 -8.805],Liquidator,Harry J Allstars,[143.44009375 -10.43159375],"[[996.52499527   9.35007259]
 [  9.35007259   3.06930462]]",Fashawn,[112.76475  -9.27975],"[[2461.14172349  -19.55022789]
 [ -19.55022789    3.15694529]]",0.8285024259950072
136,[150.587 -21.768],If Heartaches Are Fashion,Jim Reeves,[105.74494161 -14.75829927],"[[832.10256276  18.4908579 ]
 [ 18.4908579   11.43630073]]",John Surman_ John Abercrombie_ Drew Gress_ Jack DeJohnette,[132.184 -21.784],"[[2.75652397e+03 4.00810950e+01]
 [4.00810950e+01 1.42738567e+00]]",0.4447526806268395
137,[221.235 -14.156],Track_1_24 Where Does A Broken Heart Go?,Jim Reeves,[105.74494161 -14.75829927],"[[832.10256276  18.4908579 ]
 [ 18.4908579   11.43630073]]",CHARLIE HUNTER WITH LEON PARKER,[176.51466667 -15.31266667],"[[1164.26921589   19.47540711]
 [  19.47540711    1.92535589]]",1.3498564591039581
138,[108.088  -4.304],Oklahoma Hills,Jim Reeves,[105.74494161 -14.75829927],"[[832.10256276  18.4908579 ]
 [ 18.4908579   11.43630073]]",Stonebridge,[119.94995238  -4.34952381],"[[802.77121876  -6.80855522]
 [ -6.80855522   3.29873754]]",0.41977535356915097
139,[ 62.938 -24.369],Interview With Smiley Burnette,Jim Reeves,[105.74494161 -14.75829927],"[[832.10256276  18.4908579 ]
 [ 18.4908579   11.43630073]]",Branford Marsalis;Orpheus Chamber Orchestra,[ 72.8252 -25.9782],"[[585.16976276  43.15851104]
 [ 43.15851104  12.56338676]]",0.8660274827146165
140,[238.957 -14.207],Blue Canadian Rockies,Jim Reeves,[105.74494161 -14.75829927],"[[832.10256276  18.4908579 ]
 [ 18.4908579   11.43630073]]",James Carter [Featuring Jef Lee Johnson_ Marc Ribot_ Jamaaladeen Tacuma And G. Calvin Weston],[145.9605 -14.6205],"[[2.80288556e+03 8.60699175e+00]
 [8.60699175e+00 2.35960825e+00]]",1.7585592884467909
141,[202.902 -11.825],Showboat Gambler (LP Version),England Dan & John Ford Coley,[119.82404651 -14.37802326],"[[940.5365763    7.90006988]
 [  7.90006988   5.66637953]]",Shawn Camp,[163.28609091 -12.41836364],"[[2442.43976926   59.43837249]
 [  59.43837249    4.84937196]]",0.8264070715281419
142,[101.478 -21.916],Just The Two Of Us (LP Version),England Dan & John Ford Coley,[119.82404651 -14.37802326],"[[940.5365763    7.90006988]
 [  7.90006988   5.66637953]]",Misha Mengelberg,[100.81775 -21.93175],"[[ 1.78764953e+03 -1.24618779e+01]
 [-1.24618779e+01  1.72734269e+00]]",0.02227923110047983
143,[147.478 -17.509],Kazimir's Tractor (ORIGINAL),Blurt,[128.55774 -11.96144],"[[441.25458991   0.63937791]
 [  0.63937791   5.04415049]]",The Academy of St. Martin in the Fields / Thurston Dart / Sir Neville Marriner,[145.18216667 -16.9485    ],"[[1582.22761514  -36.78597508]
 [ -36.78597508    7.04713692]]",0.21181433493503793
144,[182.088 -13.291],Smoke Time (ORIGINAL),Blurt,[128.55774 -11.96144],"[[441.25458991   0.63937791]
 [  0.63937791   5.04415049]]",The Jeff Beck Group,[158.71966667 -13.38633333],"[[1076.08479189   -2.62819144]
 [  -2.62819144    1.59116789]]",0.7225825793289888
145,[132.784 -12.831],I Love You,Mick Hucknall,[120.091  -11.6415],"[[161.11225    -15.0983235 ]
 [-15.0983235    1.41491125]]",The Heptones,[131.52870213 -12.88117021],"[[1016.12149819  -11.16656443]
 [ -11.16656443   10.52131786]]",0.04409356567095504
146,[ 99.118 -21.531],Lead Me On,Hucknall,[ 90.619 -19.799],"[[ 72.233002 -14.720268]
 [-14.720268   2.999825]]",Evan Parker_ Barry Guy_ Lawrence Casserley,[110.948      -21.28483333],"[[3.43489696e+03 3.51755145e+01]
 [3.51755145e+01 2.08148147e+00]]",0.2232124688710556
147,[ 82.616 -15.321],Stuff And Nonsense (Digitally Remastered '02),Belinda Carlisle,[117.90202041  -8.39238776],"[[334.5649698   10.01131497]
 [ 10.01131497   6.09256111]]",Dr. Strangely Strange,[ 90.54925 -14.867  ],"[[681.59010385 -16.77689225]
 [-16.77689225   3.709198  ]]",0.46928323048856635
148,[174.38   -9.024],Avec Le Temps (Album Version),Belinda Carlisle,[117.90202041  -8.39238776],"[[334.5649698   10.01131497]
 [ 10.01131497   6.09256111]]",Too Much,[168.892       -9.08666667],"[[ 1.35717188e+03 -1.93007657e+01]
 [-1.93007657e+01  9.67322556e-01]]",0.2253223530575009
149,[ 93.799 -17.222],Call It Love,Soulsister,[118.12810811  -8.76137838],"[[522.51355661  -1.08169036]
 [ -1.08169036   5.87209199]]",The Watersons,[ 92.98890625 -17.196625  ],"[[614.96718008 -18.75410606]
 [-18.75410606  11.99845823]]",0.032667606313301734
150,[202.425  -7.749],Ain't That Simple,Soulsister,[118.12810811  -8.76137838],"[[522.51355661  -1.08169036]
 [ -1.08169036   5.87209199]]",Hi-Standard,[168.68241463  -7.26682927],"[[1511.70350295    5.27333032]
 [   5.27333032    2.8702628 ]]",0.9377344619814855
151,[ 66.795 -22.533],Caucasian Lullaby,Slapp Happy,[123.81636585 -14.41707317],"[[447.60085577  10.84453027]
 [ 10.84453027   9.83969595]]",Suzie Le Blanc/Teatro Lirico/Stephen Stubbs,[ 69.0692 -22.72  ],"[[436.03736316 -24.8564828 ]
 [-24.8564828    4.1170806 ]]",0.11436690472117789
152,[154.161 -22.419],Me And Parvati (John Peel Session),Slapp Happy,[123.81636585 -14.41707317],"[[447.60085577  10.84453027]
 [ 10.84453027   9.83969595]]",Alva Noto + Ryuichi Sakamoto,[152.7665 -23.2155],"[[930.78935025  24.61749975]
 [ 24.61749975   2.02419575]]",0.649859165122742
153,[ 85.803 -17.373],When I Miss You Most,Jon Secada,[114.46722973  -9.53366216],"[[1080.40744231   24.92692122]
 [  24.92692122    7.52391593]]",Rava - Galliano - Marcotulli..,[ 94.03   -17.1495],"[[1831.4908585    34.6158045 ]
 [  34.6158045     1.96304325]]",0.2012192100853439
154,[ 53.337 -16.327],Silent Night,Jon Secada,[114.46722973  -9.53366216],"[[1080.40744231   24.92692122]
 [  24.92692122    7.52391593]]",Heiner Goebbels_ Alfred 23 Harth,[ 64.15275 -18.565  ],"[[111.72850919  -1.68805375]
 [ -1.68805375  28.8282785 ]]",1.0938160903186482
155,[172.318 -14.258],The Christmas Song (Chestnuts Roasting On An Open Fire),Jon Secada,[114.46722973  -9.53366216],"[[1080.40744231   24.92692122]
 [  24.92692122    7.52391593]]",James Carter [Featuring Jef Lee Johnson_ Marc Ribot_ Jamaaladeen Tacuma And G. Calvin Weston],[145.9605 -14.6205],"[[2.80288556e+03 8.60699175e+00]
 [8.60699175e+00 2.35960825e+00]]",0.5308826185703943
156,[ 75.386 -14.968],I Don't Care What Nobody Say,Dave Thompson,[114.27866667 -14.00733333],"[[8.58182642e+02 2.07580922e+01]
 [2.07580922e+01 5.03777222e-01]]",Dr. Strangely Strange,[ 90.54925 -14.867  ],"[[681.59010385 -16.77689225]
 [-16.77689225   3.709198  ]]",0.6368384880599176
